Name,Description,Price,Image URL,Product URL
Soffa Malley 3-sits med Divan Vändbar,"Malley är en 3-sits soffa med en vändbar divan, ett perfekt sätt för dig att sträcka ut dig i soffan efter en lång dag eller för att enkelt skapa fler sittplatser. Med sitt subtila och charmiga utseende blir det hemmets höjdpunkt - alla dagar i veckan.",7 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-divansoffa-sch%C3%A4slongsoffa-soffa-malley-3-sits-med-divan-v%C3%A4ndbar/1490063(16)-bd4d82ad39.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/divansoffa-sch%C3%A4slongsoffa/soffa-malley-3-sits-med-divan-v%C3%A4ndbar-p645074-v990063
"Bubblig Divansoffa 3-sits 288 cm Belgin
Ljusbeige","Belgin-soffan ger både en känsla av lyx och en känsla av elegans till ditt hem. Den är inte bara en fröjd för ögat, den är även tillverkad i god kvalitet och behaglig att sitta i. Soffan har en bullig design med låg tyngdpunkt som ger den ett modernt utseende och gör den till ett utmärkt val för det moderna hemmet. Belgin är uppbyggd av moduler och har avtag- och flyttbara armstöd så att du kan placera soffan efter rummets förutsättningar. Ge Belgin den plats den förtjänar och låt den imponera på dina gäster!",24 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-divansoffa-sch%C3%A4slongsoffa-3-sits-soffa-med-divan-bubblig-divansoffa-3-sits-288-cm-belgin-ljusbeige/2220512(1)-383333acf4.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/divansoffa-sch%C3%A4slongsoffa/3-sits-soffa-med-divan/bubblig-divansoffa-3-sits-288-cm-belgin-ljusbeige-p1721536-v1720512
"U-Soffa Haga Sammet
Grå","Haga är soffan som charmar med sin moderna formgivning, lyxiga sammetsklädsel och underbara komfort. Soffans sittplymåer är stoppade med polyeter vilket tillsammans med det generösa sittdjupet gör att du bjuds på en skön komfort och gärna dröjer dig kvar extra länge. De fem matchande kuvertkuddarna som ingår ger dig ett bra svankstöd och bidrar ytterligare till komforten. De breda armstöden fungerar utmärkt som avställningsyta samtidigt som de ger designen en tyngd. Soffans stabila träram bärs upp av de moderna och snyggt vinklade soffbenen",15 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-u-soffa-u-soffa-haga-sammet-gr%C3%A5/795849(27)-b54c3e6192.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/u-soffa/u-soffa-haga-sammet-gr%C3%A5-p1697380-v295849
"Manor House
Hörnsoffa Canunda 6-sits
Antracit","Canunda sammetssoffa är en modern twist på den tidlösa chesterfield-stilen. Den rymliga hörnsoffan är en perfekt plats för avkoppling och att njuta av sällskap med vänner och familj, omsvept i en mjuk och lyxig sammetsklädsel med klädda djuphäftade knappar. Canunda är en dröm för alla som söker både stil och komfort i ett en soffa.",22 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-h%C3%B6rnsoffor-h%C3%B6rnsoffa-canunda-6-sits-antracit/2220664(4)-f91d0bb7f6.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/h%C3%B6rnsoffor/h%C3%B6rnsoffa-canunda-6-sits-antracit-p1721546-v1720664
"Soffa m. Divan och Schäslong Malley 5-sits Höger
Beige",Peppe är en modern soffa med en schäslong till höger som har en skandinavisk elegans. Soffan erbjuder generöst med sittplatser och lyfter enkelt rummet som du väljer att placera den i med sitt stilrena och tilltalande utseende.,9 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-u-soffa-soffa-m-divan-och-sch%C3%A4slong-malley-5-sits-h%C3%B6ger-beige/2284619(1)-f5d925463f.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/u-soffa/soffa-m-divan-och-sch%C3%A4slong-malley-5-sits-h%C3%B6ger-beige-p1797063-v1784619
"U-Soffa Haga Compact Sammet
Grå","Haga är soffan som charmar med sin moderna formgivning, lyxiga sammetsklädsel och underbara komfort. Soffans sittplymåer är stoppade med polyeter vilket tillsammans med det generösa sittdjupet gör att du bjuds på en skön komfort och gärna dröjer dig kvar extra länge. De fem matchande kuvertkuddarna som ingår ger dig ett bra svankstöd och bidrar ytterligare till komforten. De breda armstöden fungerar utmärkt som avställningsyta samtidigt som de ger designen en tyngd. Soffans stabila träram bärs upp av de moderna och snyggt vinklade soffbenen",11 499 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-u-soffa-u-soffa-haga-compact-sammet-gr%C3%A5/2098402(1)-d54d2d5ae6.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/u-soffa/u-soffa-haga-compact-sammet-gr%C3%A5-p1697373-v1598402
"Scandi Days
Schäslongsoffa Colt Lyx Vänster
Beige/Ek",,18 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-divansoffa-sch%C3%A4slongsoffa-4-sits-soffa-med-divan-sch%C3%A4slongsoffa-colt-lyx-v%C3%A4nster-beigeek/1165701(1)-c0e9da52c6.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/divansoffa-sch%C3%A4slongsoffa/4-sits-soffa-med-divan/sch%C3%A4slongsoffa-colt-lyx-v%C3%A4nster-beigeek-p884190-v665701
"Hörnsoffa Ontario med Divan Vändbar
Mörkgrå","Ontario är en unik hörnsoffa med tillhörande divan. Den har en modern design och är klädd i ett stilrent och motståndskraftigt möbeltyg. Soffans generösa storlek omfamnar vardagsrummet och är perfekt att samla vänner i för en mysig stund tillsammans. Dess sittdjup och fantastiska sitt- och ryggplymåer ger optimal komfort, oavsett om du sitter eller ligger.",16 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-h%C3%B6rnsoffor-h%C3%B6rnsoffa-ontario-med-divan-v%C3%A4ndbar-m%C3%B6rkgr%C3%A5/2291067(1)-a03c02eded.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/h%C3%B6rnsoffor/h%C3%B6rnsoffa-ontario-med-divan-v%C3%A4ndbar-m%C3%B6rkgr%C3%A5-p70540-v1791067
"U-modulsoffa Columbus med Divan Höger Sammet
Blå",Columbus är en trendig och personlig modulsoffa. Det mjuka sammetstyget ger en elegant och stilfull känsla. Modulerna är flyttbara och du kan själv placera dem och anpassa efter egen stil och inredning. Varje modul har en medföljande dekorationskudde som blir en snygg detalj och extra touch.,23 499 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-modulsoffa-komplett-modulsoffa-u-modulsoffa-columbus-med-divan-h%C3%B6ger-sammet-bl%C3%A5/693839(4)-b3fa833426.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/modulsoffa/komplett-modulsoffa/u-modulsoffa-columbus-med-divan-h%C3%B6ger-sammet-bl%C3%A5-p646061-v281073
"Manor House
Soffgrupp Walton Lyx 2-sits+3-sits+Fåtölj Sammet
Blå","Walton Lyx är soffgruppen med pondus och charm. Den rustika framtoningen och klassiska designen är karaktäristiska för den historiskt brittiska stilen i sann Chesterfield-anda. Vackert knappbeströdda möbler av god kvalitet blir ett stilfullt statement som ger tyngd åt ditt vardagsrum. Möblernas stoppade sitsar garanterar hög komfort och du sitter skönt och bekvämt i våra Walter Lyx - möbler. Med en 2-sits, 3-sits och en fåtölj ur samma serie får du ett enhetligt vardagsrum på nolltid och den estetiska dynamiken gör att ditt hem ser ut att vara närmast hämtat ur ett interiörmagasin.",17 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-soffgrupp-soffgrupp-walton-lyx-2-sits-3-sits-f%C3%A5t%C3%B6lj-sammet-bl%C3%A5/688630(1)-983c7f46ac.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/soffgrupp/soffgrupp-walton-lyx-2-sits-3-sits-f%C3%A5t%C3%B6lj-sammet-bl%C3%A5-p824798-v272304
Soffa Malley 3-sits,Malley är en 3-sits soffa vars stil genomsyras av elegans. Skapa ett stilrent intryck med en soffa från Malley-serien.,6 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-3-sits-soffa-soffa-malley-3-sits/1490071(16)-9319095888.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/3-sits-soffa/soffa-malley-3-sits-p645072-v990071
"U-soffa Nevada XL Divan Vänster
Antracit",Nevada är en mycket bekväm och stabil soffa. Med stilren design är Nevada en lättmatchad soffa som passar in i de flesta stilar och inredningar. Soffan har en stabil stomme och sitsplymåer med 30 kg polyeterskum för en medelfast komfort. I den här rymliga u-soffan med både divan och öppet avslut kan du njuta av mysiga filmkvällar i gott sällskap. Du kommer garanterat att trivas i din Nevada-soffa!,11 399 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-u-soffa-u-soffa-nevada-xl-divan-v%C3%A4nster-antracit/562732(1)-bde2b86f2c.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/u-soffa/u-soffa-nevada-xl-divan-v%C3%A4nster-antracit-p76930-v139050
"Rossita Djup 4-sits Soffa
Ljus Beige","Rossita är en 4-sits soffa i skandinavisk design som erbjuder svårslagen komfort och stil. Soffans klassiska formspråk har moderna inslag vilket gör den till en favorit år efter år. Med mjukt vadderade sitt- och ryggplymåer och generöst sittdjup har Rossita en komfort som gör att man gärna spenderar hela kvällen i soffan. Hitta din favorit bland flera olika modeller, material och färger!",9 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-rossita-djup-4-sits-soffa-ljus-beige/SYN0015282(1)-9db5eb04ad.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/4-sits-soffa/rossita-djup-4-sits-soffa-ljus-beige-p3067465
"Manor House
Bäddsoffa Walton Lyx 3-sits Sammet
Mörkgrön",Bäddsoffan Walton Lyx är den ultimata sitt/- och sovmöbeln för dig med höga krav på både design och funktion. Den klassiska formgivningen kompromissar inte med funktionalitet utan erbjuder en vacker och tidsenlig möbel i brittisk design som snabbt och enkelt görs om till en sovplats för natten till dina gäster. När den inte agerar sovplats har du en ståtlig soffa i karaktärisktisk Chesterfield-manér som ger pondus och tyngd åt inredningen i ditt vardagsrum - eller var du väljer att placera din Walton Lyx.,7 499 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-b%C3%A4ddsoffor-3-sits-b%C3%A4ddsoffa-b%C3%A4ddsoffa-walton-lyx-3-sits-sammet-m%C3%B6rkgr%C3%B6n/663768(1)-3ac738c2ab.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/b%C3%A4ddsoffor/3-sits-b%C3%A4ddsoffa/b%C3%A4ddsoffa-walton-lyx-3-sits-sammet-m%C3%B6rkgr%C3%B6n-p600916-v246943
"U-soffa Friday Lyx med Schäslong Höger
Brun/Läder",Friday Lyx U-soffa är den ultimata soffan för den stilmedvetna med familj eller som älskar att samla vännerna på filmkväll. Den har en traditionell design vilket gör att den passar in i de flesta hem. Soffan har även moderna inslag som kuddar i olika storlekar och former. De lätt sluttande soffbenen bryter av mot soffan som har klädsel i snyggt konstläder.,22 799 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-divansoffa-sch%C3%A4slongsoffa-u-soffa-friday-lyx-med-sch%C3%A4slong-h%C3%B6ger-brunl%C3%A4der/1380227(1)-99a4f0866f.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/divansoffa-sch%C3%A4slongsoffa/u-soffa-friday-lyx-med-sch%C3%A4slong-h%C3%B6ger-brunl%C3%A4der-p654069-v880227
"4-sits Soffa Elise
Beige Teddy","Elise 4-sits soffa fångar upp den bubbliga, mjuka designtrenden och erbjuder en perfekt balans mellan stil och komfort. Med sin mjuka klädsel och generösa sittdjup bidrar Elise bubbelsoffa till ett inbjudande och modernt vardagsrum. De diskreta svarta plastbenen och den stabila träramen kompletterar soffans moderna design, vilket tillsammans med de breda armstöden och bulliga design gör den till ett statement i ditt vardagsrum.",11 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-/2297080(1)-d02f957a7f.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/3-sits-soffa/4-sits-soffa-elise-beige-teddy-p1797080
"Bubblig Divansoffa 3-sits 315 cm Belgin
Ljusbeige","Belgin-soffan ger både en känsla av lyx och en känsla av elegans till ditt hem. Den är inte bara en fröjd för ögat, den är även tillverkad i god kvalitet och behaglig att sitta i. Soffan har en bullig design med låg tyngdpunkt som ger den ett modernt utseende och gör den till ett utmärkt val för det moderna hemmet. Belgin är uppbyggd av moduler och har avtag- och flyttbara armstöd så att du kan placera soffan efter rummets förutsättningar. Ge Belgin den plats den förtjänar och låt den imponera på dina gäster!",24 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-divansoffa-sch%C3%A4slongsoffa-bubblig-divansoffa-3-sits-315-cm-belgin-ljusbeige/2294438(7)-0642d6488b.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/divansoffa-sch%C3%A4slongsoffa/bubblig-divansoffa-3-sits-315-cm-belgin-ljusbeige-p1794438
"Scandi Days
Menard Soffgrupp 4-sits med Schäslong Höger + Fåtölj Tvättbar & avtagbar klädsel
Beige",No description exists for this product!,17 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-menard-soffgrupp-4-sits-med-sch%C3%A4slong-h%C3%B6ger--f%C3%A5t%C3%B6lj-tv%C3%A4ttbar-&-avtagbar-kl%C3%A4dsel-beige/B000000815(1)-75b9dfd93b.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/divansoffa-sch%C3%A4slongsoffa/menard-soffgrupp-4-sits-med-sch%C3%A4slong-h%C3%B6ger-f%C3%A5t%C3%B6lj-tv%C3%A4ttbar-avtagbar-kl%C3%A4dsel-beige-plg334-v3073480
"Bäddsoffa Marissa 2-sits
Ljusgrå",Marissa är en bäddsoffa som erbjuder skönt soffhäng dagtid och ger dina övernattningsgäster en god nattsömn. Soffan passar perfekt i ett mindre vardagsrum eller i gästrummet. Komplettera med en bäddmadrass så blir liggkomforten ännu bättre vilket kanske ökar chanserna till att gästerna återkommer.,5 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-b%C3%A4ddsoffor-2-sits-b%C3%A4ddsoffa-b%C3%A4ddsoffa-marissa-2-sits-ljusgr%C3%A5/528404(7)-ea82bf7c5b.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/b%C3%A4ddsoffor/2-sits-b%C3%A4ddsoffa/b%C3%A4ddsoffa-marissa-2-sits-ljusgr%C3%A5-p225132-v100986
"Scandi Days
5-sits U-Soffa Menard
Beige",No description exists for this product!,19 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-u-soffa-5-sits-u-soffa-menard-beige/SYN0003371(1)-eba7aeb44c.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/u-soffa/5-sits-u-soffa-menard-beige-p3032901
"Scandi Days
4-sits Soffa Menard Tvättbar & avtagbar klädsel
Ljusgrå","Menard är en klassisk och välkomnande soffa i linneliknande kvalitet. Soffans klädsel går hela vägen ner till golvet och täcker soffans nätta metallben vilket ger en ombonad och omslutande känsla. Trots soffans kappa gör de höga benen det lättare att komma åt med dammsugaren. Menards sittplymåer är stoppade med polyeter, kallskum och fiber vilket tillsammans med det generösa sittdjupet gör att du bjuds på en skön komfort för socialt umgänge och sena filmkvällar. Till soffan ingår flera rygg- och prydnadskuddar i matchande klädsel vilket gör den perfekt för mysiga kvällar framför tv:n.",10 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-4-sits-soffa-4-sits-soffa-menard-tv%C3%A4ttbar-&-avtagbar-kl%C3%A4dsel-ljusgr%C3%A5/1903839(19)-4cf1253e87.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/4-sits-soffa/4-sits-soffa-menard-tv%C3%A4ttbar-avtagbar-kl%C3%A4dsel-ljusgr%C3%A5-p1728565-v1403839
"Soffgrupp Malley 3-sits+Fåtölj+Fotpall
Beige",No description exists for this product!,9 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-soffgrupp-soffgrupp-malley-3-sits-f%C3%A5t%C3%B6lj-fotpall-beige/2294277(1)-98c2878f74.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/soffgrupp/soffgrupp-malley-3-sits-f%C3%A5t%C3%B6lj-fotpall-beige-p1794277
"2,5-sits L-Soffa Haga Sammet
Grå","Haga är soffan som charmar med sin moderna formgivning, lyxiga sammetsklädsel och underbara komfort. Soffans sittplymåer är stoppade med polyeter vilket tillsammans med det generösa sittdjupet gör att du bjuds på en skön komfort och gärna dröjer dig kvar extra länge. De fyra matchande kuvertkuddarna som ingår ger dig ett bra svankstöd och bidrar ytterligare till komforten. De breda armstöden fungerar utmärkt som avställningsyta samtidigt som de ger designen en tyngd. Soffans stabila träram bärs upp av de moderna och snyggt vinklade soffbenen",11 999 kr,"https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-divansoffa-sch%C3%A4slongsoffa-2-sits-soffa-med-divan-2,5-sits-l-soffa-haga-sammet-gr%C3%A5/795837(29)-6b1218e944.jpeg?preset=medium&dpr=2",https://www.chilli.se/m%C3%B6bler/soffor/divansoffa-sch%C3%A4slongsoffa/2-sits-soffa-med-divan/25-sits-l-soffa-haga-sammet-gr%C3%A5-p1697379-v295837
"Soffgrupp Navarro 3-sits+Fåtölj Konstläder
Svart","Navarro är en kaxig soffgrupp för dig som drömmer om en egen biosoffa, och en riktigt bekväm soffgrupp att koppla av i. Sittplatserna har reclinerfunktion vilket innebär att du kan fälla ut fotstödet och steglöst luta bak ryggen för optimal bekvämlighet. Den snygga klädseln i konstläder är både skön att sitta på och lätt att rengöra. En utmärkt biosoffgrupp för långa filmkvällar med hela familjen.",12 499 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-soffgrupp-soffgrupp-navarro-3-sits-f%C3%A5t%C3%B6lj-konstl%C3%A4der-svart/585319(1)-4d09118827.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/soffgrupp/soffgrupp-navarro-3-sits-f%C3%A5t%C3%B6lj-konstl%C3%A4der-svart-p225139-v162314
"Soffa m. Divan och Schäslong Malley 5-sits Vänster
Beige",No description exists for this product!,9 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-u-soffa-soffa-m-divan-och-sch%C3%A4slong-malley-5-sits-v%C3%A4nster-beige/2284622(1)-9306217419.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/u-soffa/soffa-m-divan-och-sch%C3%A4slong-malley-5-sits-v%C3%A4nster-beige-p1797062-v1784622
"U-soffa Nevada XXL Divan Höger
Beige",Nevada är en mycket bekväm och stabil soffa. Med stilren design är Nevada en lättmatchad soffa som passar in i de flesta stilar och inredningar. Soffan har en stabil stomme och sitsplymåer med 30 kg polyeterskum för en medelfast komfort. I den här rymliga u-soffan med både divan och öppet avslut kan du njuta av mysiga filmkvällar i gott sällskap. Du kommer garanterat att trivas i din Nevada-soffa!,12 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-u-soffa-u-soffa-nevada-xxl-divan-h%C3%B6ger-beige/2292172(1)-553617e254.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/u-soffa/u-soffa-nevada-xxl-divan-h%C3%B6ger-beige-p126694-v1792172
"Divansoffa Haga Manchester
Ljusgrå","Haga är soffan som charmar med sin moderna formgivning, slitstarka manchesterklädsel och underbara komfort. Soffans sittplymåer är stoppade med polyeter vilket tillsammans med det generösa sittdjupet gör att du bjuds på en skön komfort och gärna dröjer dig kvar extra länge. De fyra matchande kuvertkuddarna som ingår ger dig ett bra svankstöd och bidrar ytterligare till komforten. De breda armstöden fungerar utmärkt som avställningsyta samtidigt som de ger designen en tyngd. Soffans stabila träram bärs upp av de moderna och snyggt vinklade soffbenen.",11 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-divansoffa-sch%C3%A4slongsoffa-divansoffa-haga-manchester-ljusgr%C3%A5/1279141(16)-1a7172b64a.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/divansoffa-sch%C3%A4slongsoffa/divansoffa-haga-manchester-ljusgr%C3%A5-p595982-v779141
"Basic Home
Vislanda 5-sits Soffa med Dubbeldivan
Svart","Möt Vislanda – en 5-sits soffa med dubbeldivan som förenar skandinavisk design med ett tilltalande pris. Klädselns mjuka textur och de rena linjerna skapar en tidlös silhuett, medan den praktiska formen levererar komfort i ett kompakt format. I soffans genomtänkta design möts estetik och funktion i perfekt harmoni.",5 199 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-vislanda-5-sits-soffa-med-dubbeldivan-svart/SYN0007479(9)-7f2cae3590.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/u-soffa/vislanda-5-sits-soffa-med-dubbeldivan-svart-p3058628
"Manor House
Soffgrupp Walton Lyx 2-sits+3-sits+Fåtölj Sammet
Blå","Walton Lyx är soffgruppen med pondus och charm. Den rustika framtoningen och klassiska designen är karaktäristiska för den historiskt brittiska stilen i sann Chesterfield-anda. Vackert knappbeströdda möbler av god kvalitet blir ett stilfullt statement som ger tyngd åt ditt vardagsrum. Möblernas stoppade sitsar garanterar hög komfort och du sitter skönt och bekvämt i våra Walter Lyx - möbler. Med en 2-sits, 3-sits och en fåtölj ur samma serie får du ett enhetligt vardagsrum på nolltid och den estetiska dynamiken gör att ditt hem ser ut att vara närmast hämtat ur ett interiörmagasin.",17 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-soffgrupp-soffgrupp-walton-lyx-2-sits-3-sits-f%C3%A5t%C3%B6lj-sammet-bl%C3%A5/688630(1)-983c7f46ac.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/soffgrupp/soffgrupp-walton-lyx-2-sits-3-sits-f%C3%A5t%C3%B6lj-sammet-bl%C3%A5-p824798-v272304
"U-Soffa Haga Compact Sammet
Grå","Haga är soffan som charmar med sin moderna formgivning, lyxiga sammetsklädsel och underbara komfort. Soffans sittplymåer är stoppade med polyeter vilket tillsammans med det generösa sittdjupet gör att du bjuds på en skön komfort och gärna dröjer dig kvar extra länge. De fem matchande kuvertkuddarna som ingår ger dig ett bra svankstöd och bidrar ytterligare till komforten. De breda armstöden fungerar utmärkt som avställningsyta samtidigt som de ger designen en tyngd. Soffans stabila träram bärs upp av de moderna och snyggt vinklade soffbenen",11 499 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-u-soffa-u-soffa-haga-compact-sammet-gr%C3%A5/2098402(1)-d54d2d5ae6.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/u-soffa/u-soffa-haga-compact-sammet-gr%C3%A5-p1697373-v1598402
"Scandi Days
Schäslongsoffa Colt Lyx Vänster
Beige/Ek","Schäslongsoffan Colt Lyx är en mycket bekväm soffa med retroinspirerad design i nordiskt formspråk. Det sofistikerade tyget i kombination med de vinklade benen i trä ger ett lyxigt intryck. En soffa som är lika bekväm som stilren. I den här trendiga soffan sitter du skönt långa stunder, tack vare kallskum i plymåerna.",18 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-divansoffa-sch%C3%A4slongsoffa-4-sits-soffa-med-divan-sch%C3%A4slongsoffa-colt-lyx-v%C3%A4nster-beigeek/1165701(1)-c0e9da52c6.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/divansoffa-sch%C3%A4slongsoffa/4-sits-soffa-med-divan/sch%C3%A4slongsoffa-colt-lyx-v%C3%A4nster-beigeek-p884190-v665701
"Hörnsoffa Ontario med Divan Vändbar
Mörkgrå","Ontario är en unik hörnsoffa med tillhörande divan. Den har en modern design och är klädd i ett stilrent och motståndskraftigt möbeltyg. Soffans generösa storlek omfamnar vardagsrummet och är perfekt att samla vänner i för en mysig stund tillsammans. Dess sittdjup och fantastiska sitt- och ryggplymåer ger optimal komfort, oavsett om du sitter eller ligger.",16 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-h%C3%B6rnsoffor-h%C3%B6rnsoffa-ontario-med-divan-v%C3%A4ndbar-m%C3%B6rkgr%C3%A5/2291067(1)-a03c02eded.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/h%C3%B6rnsoffor/h%C3%B6rnsoffa-ontario-med-divan-v%C3%A4ndbar-m%C3%B6rkgr%C3%A5-p70540-v1791067
"U-modulsoffa Columbus med Divan Höger Sammet
Blå",Columbus är en trendig och personlig modulsoffa. Det mjuka sammetstyget ger en elegant och stilfull känsla. Modulerna är flyttbara och du kan själv placera dem och anpassa efter egen stil och inredning. Varje modul har en medföljande dekorationskudde som blir en snygg detalj och extra touch.,23 499 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-modulsoffa-komplett-modulsoffa-u-modulsoffa-columbus-med-divan-h%C3%B6ger-sammet-bl%C3%A5/693839(4)-b3fa833426.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/modulsoffa/komplett-modulsoffa/u-modulsoffa-columbus-med-divan-h%C3%B6ger-sammet-bl%C3%A5-p646061-v281073
"Manor House
Soffgrupp Walton Lyx 2-sits+3-sits+Fåtölj Sammet
Blå","Walton Lyx är soffgruppen med pondus och charm. Den rustika framtoningen och klassiska designen är karaktäristiska för den historiskt brittiska stilen i sann Chesterfield-anda. Vackert knappbeströdda möbler av god kvalitet blir ett stilfullt statement som ger tyngd åt ditt vardagsrum. Möblernas stoppade sitsar garanterar hög komfort och du sitter skönt och bekvämt i våra Walter Lyx - möbler. Med en 2-sits, 3-sits och en fåtölj ur samma serie får du ett enhetligt vardagsrum på nolltid och den estetiska dynamiken gör att ditt hem ser ut att vara närmast hämtat ur ett interiörmagasin.",17 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-soffgrupp-soffgrupp-walton-lyx-2-sits-3-sits-f%C3%A5t%C3%B6lj-sammet-bl%C3%A5/688630(1)-983c7f46ac.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/soffgrupp/soffgrupp-walton-lyx-2-sits-3-sits-f%C3%A5t%C3%B6lj-sammet-bl%C3%A5-p824798-v272304
Soffa Malley 3-sits,Malley är en 3-sits soffa vars stil genomsyras av elegans. Skapa ett stilrent intryck med en soffa från Malley-serien.,6 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-3-sits-soffa-soffa-malley-3-sits/1490071(16)-9319095888.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/3-sits-soffa/soffa-malley-3-sits-p645072-v990071
"U-soffa Nevada XL Divan Vänster
Antracit",Nevada är en mycket bekväm och stabil soffa. Med stilren design är Nevada en lättmatchad soffa som passar in i de flesta stilar och inredningar. Soffan har en stabil stomme och sitsplymåer med 30 kg polyeterskum för en medelfast komfort. I den här rymliga u-soffan med både divan och öppet avslut kan du njuta av mysiga filmkvällar i gott sällskap. Du kommer garanterat att trivas i din Nevada-soffa!,11 399 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-soffor-u-soffa-u-soffa-nevada-xl-divan-v%C3%A4nster-antracit/562732(1)-bde2b86f2c.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/soffor/u-soffa/u-soffa-nevada-xl-divan-v%C3%A4nster-antracit-p76930-v139050
